shoe_name,release_date,brand,model,shoe_id,color,time,quantity,shoe_size,price,currency
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:20:43+00:00,295.0,10.5,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:20:38+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:14:15+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:12:58+00:00,275.0,9,275,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:11:57+00:00,270.0,8.5,270,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:11:10+00:00,280.0,9,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:10:55+00:00,295.0,11,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:10:45+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:10:29+00:00,269.0,8.5,269,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:10:02+00:00,275.0,9.5,275,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:03:46+00:00,279.0,9,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:02:41+00:00,295.0,10.5,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:02:37+00:00,310.0,14,310,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:02:14+00:00,275.0,9,275,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:02:06+00:00,295.0,11,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:02:00+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T23:00:12+00:00,268.0,8.5,268,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:53:12+00:00,294.0,11.5,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:52:56+00:00,278.0,12,278,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:51:21+00:00,279.0,10,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:48:30+00:00,294.0,11,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:47:27+00:00,295.0,10.5,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:46:52+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:46:36+00:00,290.0,10.5,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:44:58+00:00,279.0,9,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:44:44+00:00,285.0,12,285,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:44:00+00:00,279.0,9,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:43:57+00:00,295.0,11.5,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:43:22+00:00,295.0,11.5,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:42:42+00:00,300.0,12.5,300,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:42:10+00:00,270.0,8,270,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:41:33+00:00,294.0,11,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:41:23+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:40:10+00:00,294.0,13,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:40:04+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:38:31+00:00,295.0,13,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:38:00+00:00,280.0,9,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:37:19+00:00,269.0,8,269,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:36:00+00:00,294.0,11,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:33:55+00:00,279.0,9.5,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:32:35+00:00,294.0,11.5,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:30:26+00:00,302.4783,7,303,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:25:04+00:00,302.0,7,302,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:24:41+00:00,295.0,11,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:23:29+00:00,292.0,12,292,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:22:51+00:00,303.6069,13,304,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:19:03+00:00,282.0,11,282,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:17:59+00:00,284.0,11,284,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:15:47+00:00,300.0,7,300,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:13:03+00:00,295.0,10.5,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:11:35+00:00,275.0,9.5,275,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:11:32+00:00,294.0,11,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:11:28+00:00,293.0,11,293,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:07:07+00:00,277.0,13,277,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:06:56+00:00,291.0,12,291,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:06:49+00:00,295.6619,10.5,296,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:06:24+00:00,280.0,10.5,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:04:11+00:00,279.0,9.5,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:01:52+00:00,291.0,12,291,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:01:30+00:00,295.0,10.5,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:00:47+00:00,279.0,9,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T22:00:37+00:00,279.0,9.5,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:57:23+00:00,308.0,12.5,308,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:56:24+00:00,310.5663,14,311,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:51:21+00:00,270.0,8,270,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:50:58+00:00,269.0,8,269,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:50:42+00:00,294.0,11,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:50:02+00:00,279.0,9.5,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:49:32+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:49:29+00:00,295.0,13,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:49:29+00:00,293.0,11,293,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:48:50+00:00,278.0,9,278,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:46:51+00:00,294.0,10.5,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:46:36+00:00,277.0,9,277,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:45:48+00:00,279.0,10,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:41:20+00:00,290.0,10.5,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:39:24+00:00,295.6619,11.5,296,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:38:15+00:00,285.0,7.5,285,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:37:40+00:00,294.0,11.5,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:35:26+00:00,295.0,13,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:34:20+00:00,277.0,9,277,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:33:34+00:00,279.0,10,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:33:31+00:00,278.0,9.5,278,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:30:39+00:00,277.0,9,277,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:30:34+00:00,278.0,9.5,278,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:30:26+00:00,294.0,11.5,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:28:50+00:00,294.0,10.5,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:26:54+00:00,290.0,12,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:26:51+00:00,269.0,8.5,269,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:25:47+00:00,308.0,12.5,308,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:23:03+00:00,295.0,10.5,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:22:47+00:00,277.0,9,277,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:21:58+00:00,294.0,11,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:21:41+00:00,270.0,8,270,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:21:02+00:00,295.0,10.5,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:18:46+00:00,296.0,13,296,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:18:45+00:00,294.0,10.5,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:18:25+00:00,279.0,10,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:17:51+00:00,277.0,9,277,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:17:33+00:00,278.0,9.5,278,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:15:43+00:00,294.0,10.5,294,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:14:57+00:00,335.0,15,335,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:14:21+00:00,293.0,11,293,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:13:56+00:00,290.0,12,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:12:18+00:00,270.0,8,270,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:11:41+00:00,290.0,12,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:10:09+00:00,290.0,12,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:08:31+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:08:13+00:00,292.0,11,292,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:08:05+00:00,271.0,8.5,271,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:05:08+00:00,270.0,10,270,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:04:52+00:00,299.0,7,299,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:04:44+00:00,267.0,9,267,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:04:37+00:00,285.0,7.5,285,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:02:55+00:00,293.0,10.5,293,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:01:30+00:00,290.0,12,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:01:20+00:00,280.0,10,280,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T21:00:44+00:00,290.0,12,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:56:18+00:00,293.0,10.5,293,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:54:31+00:00,269.0,8,269,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:54:24+00:00,279.0,10,279,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:53:09+00:00,285.0,7.5,285,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:50:10+00:00,270.0,8.5,270,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:47:51+00:00,295.0,13,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:47:02+00:00,290.0,11.5,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:46:27+00:00,295.0,13,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:44:09+00:00,278.0,10,278,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:42:51+00:00,290.0,11,290,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:42:17+00:00,278.0,10,278,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:41:22+00:00,295.0,13,295,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:40:58+00:00,277.0,9.5,277,USD
Jordan 3 Retro UNC (2020),2020-03-07,Jordan,Jordan 3 Retro,652d8004-d441-466d-a725-21d48600f624,White/Valor Blue-Tech Grey,2020-03-08T20:39:28+00:00,290.0,13,290,USD
